Girokonto;Beispiel-IBAN hier;;;;;;;;;;
Zeitraum:;DD.MM.YYYY – DD.YY.YYYY;;;;;;;;;;
Kontostand vom 17.01.2026:;1.234,56 €;;;;;;;;;;
;;;;;;;;;;;
Buchungsdatum;Wertstellung;Status;Zahlungspflichtige*r;Zahlungsempfänger*in;Verwendungszweck;Umsatztyp;IBAN;Betrag (€);Gläubiger-ID;Mandatsreferenz;Kundenreferenz
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-250;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,87;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-0,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,31;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,23;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,44;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,71;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-21,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-61,06;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-35,44;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-23,3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-14,97;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-129,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-57,02;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-37,66;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-44,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,8;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,61;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.074;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,06;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,9;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,44;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-33,56;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,23;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,68;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,47;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-71;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;780,48;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-39,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-231,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-29;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;2.731,8;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,47;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,7;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,01;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,39;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-369;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,39;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,67;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,12;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,75;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,9;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-11,48;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-36,15;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,63;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,18;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-250;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,78;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-29,91;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,16;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-21,3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-250;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,32;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,19;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-47,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,87;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,85;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27,72;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-31,41;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,85;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,8;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,41;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,63;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,01;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,61;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.074;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;0;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,24;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,36;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-71;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,77;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,51;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,23;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;3.010,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-12,96;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-28,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,13;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,31;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-25,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,15;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,87;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,67;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,28;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,84;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,73;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,43;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-50;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,82;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-38,97;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,63;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-16,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,78;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-55,08;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,63;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;40;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,57;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-23,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,46;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,13;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-250;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-104,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,39;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-33,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,12;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,63;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,09;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,27;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-61,66;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,19;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,72;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,34;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,09;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,12;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,91;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,12;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,61;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.074;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,91;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,58;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,47;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,37;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,13;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-337,07;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;2.676,43;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-40,78;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,34;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-33,11;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,86;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,65;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,77;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;34,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-36,82;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-105;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-50;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-0,81;;;
